City,Year,Sport,Discipline,Event,Athlete,Gender,Country,Medal
Seoul,1988,Gymnastics,Artistic G.,pommel horse,"BILOZERCHEV, Dmitri",Men,Soviet Union,Gold
Seoul,1988,Gymnastics,Artistic G.,floor exercises,"IKETANI, Yukio",Men,Japan,Bronze
Seoul,1988,Gymnastics,Artistic G.,uneven bars,"SILIVAS, Daniela",Women,Romania,Gold
Seoul,1988,Gymnastics,Artistic G.,team competition,"STRAZHEVA, Olga",Women,Soviet Union,Gold
Seoul,1988,Gymnastics,Artistic G.,team competition,"THÜMMLER, Dörte",Women,East Germany,Bronze
Seoul,1988,Gymnastics,Artistic G.,team competition,"POTORAC, Gabriela",Women,Romania,Silver
Seoul,1988,Gymnastics,Artistic G.,parallel bars,"TIPPELT, Sven",Men,East Germany,Bronze
Seoul,1988,Gymnastics,Artistic G.,team competition,"BAITOVA, Svetlana",Women,Soviet Union,Gold
Seoul,1988,Gymnastics,Artistic G.,team competition,"SCHIEFERDECKER, Bettina",Women,East Germany,Bronze
Seoul,1988,Gymnastics,Artistic G.,rings,"BEHRENDT, Holger",Men,East Germany,Gold
Seoul,1988,Gymnastics,Artistic G.,team competition,"ARTEMOV, Vladimir",Men,Soviet Union,Gold
Seoul,1988,Gymnastics,Artistic G.,vault,"POTORAC, Gabriela",Women,Romania,Silver
Seoul,1988,Gymnastics,Artistic G.,floor exercises,"DOUDEVA, Diana",Women,Bulgaria,Bronze
Seoul,1988,Gymnastics,Artistic G.,uneven bars,"KERSTEN, Dagmar",Women,East Germany,Silver
Seoul,1988,Gymnastics,Artistic G.,team competition,"KERSTEN, Dagmar",Women,East Germany,Bronze
Seoul,1988,Gymnastics,Artistic G.,team competition,"NOVIKOV, Vladimir",Men,Soviet Union,Gold
Seoul,1988,Gymnastics,Artistic G.,team competition,"SHUSHUNOVA, Elena",Women,Soviet Union,Gold
Seoul,1988,Gymnastics,Artistic G.,team competition,"HOFFMANN, Ulf",Men,East Germany,Silver
Seoul,1988,Gymnastics,Artistic G.,vault,"BOGINSKAYA, Svetlana",Women,Soviet Union,Gold
Seoul,1988,Gymnastics,Artistic G.,balance beam,"SILIVAS, Daniela",Women,Romania,Gold
Seoul,1988,Gymnastics,Artistic G.,floor exercises,"KHARIKOV, Serguei",Men,Soviet Union,Gold
Seoul,1988,Gymnastics,Artistic G.,vault,"PARK, Jong-Hoon",Men,"Korea, South",Bronze
Seoul,1988,Gymnastics,Artistic G.,team competition,"YAMADA, Takahiro",Men,Japan,Bronze
Seoul,1988,Gymnastics,Artistic G.,team competition,"BILOZERCHEV, Dmitri",Men,Soviet Union,Gold
Seoul,1988,Gymnastics,Artistic G.,team competition,"KLOTZ, Ulrike",Women,East Germany,Bronze
Seoul,1988,Gymnastics,Artistic G.,team competition,"IKETANI, Yukio",Men,Japan,Bronze
Seoul,1988,Gymnastics,Artistic G.,individual all-round,"BOGINSKAYA, Svetlana",Women,Soviet Union,Bronze
Seoul,1988,Gymnastics,Artistic G.,horizontal bar,"GHERMAN, Marius Costel",Men,Romania,Bronze
Seoul,1988,Gymnastics,Artistic G.,team competition,"MIZUSHIMA, Koichi",Men,Japan,Bronze
Seoul,1988,Gymnastics,Artistic G.,pommel horse,"BORKAI, Zsolt",Men,Hungary,Gold
Seoul,1988,Gymnastics,Artistic G.,team competition,"KHARIKOV, Serguei",Men,Soviet Union,Gold
Seoul,1988,Gymnastics,Artistic G.,individual all-round,"ARTEMOV, Vladimir",Men,Soviet Union,Gold
Seoul,1988,Gymnastics,Artistic G.,balance beam,"POTORAC, Gabriela",Women,Romania,Bronze
Seoul,1988,Gymnastics,Artistic G.,team competition,"TIPPELT, Sven",Men,East Germany,Silver
Seoul,1988,Gymnastics,Artistic G.,team competition,"KONISHI, Hiriyuki",Men,Japan,Bronze
Seoul,1988,Gymnastics,Artistic G.,pommel horse,"GERASKOV, Lubomir",Men,Bulgaria,Gold
Seoul,1988,Gymnastics,Artistic G.,floor exercises,"ARTEMOV, Vladimir",Men,Soviet Union,Silver
Seoul,1988,Gymnastics,Artistic G.,uneven bars,"SHUSHUNOVA, Elena",Women,Soviet Union,Bronze
Seoul,1988,Gymnastics,Artistic G.,team competition,"SILIVAS, Daniela",Women,Romania,Silver
Seoul,1988,Gymnastics,Artistic G.,parallel bars,"LIOUKINE, Valeri",Men,Soviet Union,Silver
Seoul,1988,Gymnastics,Artistic G.,floor exercises,"BOGINSKAYA, Svetlana",Women,Soviet Union,Silver
Seoul,1988,Gymnastics,Artistic G.,individual all-round,"SILIVAS, Daniela",Women,Romania,Silver
Seoul,1988,Gymnastics,Artistic G.,horizontal bar,"LIOUKINE, Valeri",Men,Soviet Union,Gold
Seoul,1988,Gymnastics,Artistic G.,horizontal bar,"ARTEMOV, Vladimir",Men,Soviet Union,Gold
Seoul,1988,Gymnastics,Artistic G.,individual all-round,"LIOUKINE, Valeri",Men,Soviet Union,Silver
Seoul,1988,Gymnastics,Artistic G.,team competition,"POPA, Celestina",Women,Romania,Silver
Seoul,1988,Gymnastics,Artistic G.,team competition,"JENTSCH, Martina",Women,East Germany,Bronze
Seoul,1988,Gymnastics,Artistic G.,balance beam,"SHUSHUNOVA, Elena",Women,Soviet Union,Silver
Seoul,1988,Gymnastics,Artistic G.,vault,"LOU, Yun",Men,China,Gold
Seoul,1988,Gymnastics,Artistic G.,team competition,"DOBRE, Aurelia",Women,Romania,Silver
Seoul,1988,Gymnastics,Artistic G.,balance beam,"MILLS, Phoebe Lan",Women,United States,Bronze
Seoul,1988,Gymnastics,Artistic G.,floor exercises,"LOU, Yun",Men,China,Bronze
Seoul,1988,Gymnastics,Artistic G.,team competition,"BEHRENDT, Holger",Men,East Germany,Silver
Seoul,1988,Gymnastics,Artistic G.,team competition,"GOLEA, Eugenia",Women,Romania,Silver
Seoul,1988,Gymnastics,Artistic G.,team competition,"FÄHNRICH, Gabriele",Women,East Germany,Bronze
Seoul,1988,Gymnastics,Artistic G.,team competition,"KROLL, Sylvio",Men,East Germany,Silver
Seoul,1988,Gymnastics,Artistic G.,team competition,"BÜCHNER, Ralf",Men,East Germany,Silver
Seoul,1988,Gymnastics,Artistic G.,team competition,"WECKER, Andreas",Men,East Germany,Silver
Seoul,1988,Gymnastics,Artistic G.,rings,"BILOZERCHEV, Dmitri",Men,Soviet Union,Gold
Seoul,1988,Gymnastics,Artistic G.,team competition,"SHEVCHENKO, Elena",Women,Soviet Union,Gold
Seoul,1988,Gymnastics,Artistic G.,team competition,"GOGOLADZE, Vladimir",Men,Soviet Union,Gold
Seoul,1988,Gymnastics,Artistic G.,team competition,"VOINEA, Camelia",Women,Romania,Silver
Seoul,1988,Gymnastics,Artistic G.,individual all-round,"SHUSHUNOVA, Elena",Women,Soviet Union,Gold
Seoul,1988,Gymnastics,Artistic G.,vault,"SILIVAS, Daniela",Women,Romania,Bronze
Seoul,1988,Gymnastics,Artistic G.,individual all-round,"BILOZERCHEV, Dmitri",Men,Soviet Union,Bronze
Seoul,1988,Gymnastics,Artistic G.,team competition,"LIOUKINE, Valeri",Men,Soviet Union,Gold
Seoul,1988,Gymnastics,Artistic G.,team competition,"NISHIKAWA, Daisuke",Men,Japan,Bronze
Seoul,1988,Gymnastics,Artistic G.,team competition,"LACHTCHENOVA, Natalia",Women,Soviet Union,Gold
Seoul,1988,Gymnastics,Rhythmic G.,individual all-round,"LOBATCH, Marina",Women,Soviet Union,Gold
Seoul,1988,Gymnastics,Rhythmic G.,individual all-round,"DUNAVSKA, Adriana",Women,Bulgaria,Silver
Seoul,1988,Gymnastics,Rhythmic G.,individual all-round,"TIMOSHENKO, Alexandra",Women,Soviet Union,Bronze
Seoul,1988,Handball,Handball,handball,"HAN, Hyun-Sook",Women,"Korea, South",Gold
Seoul,1988,Handball,Handball,handball,"HOLPERT, Jozef",Men,Yugoslavia,Bronze
Seoul,1988,Handball,Handball,handball,"LIM, Mi-Kyung",Women,"Korea, South",Gold
Seoul,1988,Handball,Handball,handball,"SHEVTSOV, Yuri",Men,Soviet Union,Gold
Seoul,1988,Handball,Handball,handball,"HOGNESS, Hanne",Women,Norway,Silver
Seoul,1988,Handball,Handball,handball,"KIM, Hyun-Mee",Women,"Korea, South",Gold
Seoul,1988,Handball,Handball,handball,"SONG, Ji-Hyun",Women,"Korea, South",Gold
Seoul,1988,Handball,Handball,handball,"LAVROV, Andrey",Men,Soviet Union,Gold
Seoul,1988,Handball,Handball,handball,"NOVITSKI, Valdemar",Men,Soviet Union,Gold
Seoul,1988,Handball,Handball,handball,"KARSHAKEVICH, Aleksandr",Men,Soviet Union,Gold
Seoul,1988,Handball,Handball,handball,"MIDTHUN, Kristin",Women,Norway,Silver
Seoul,1988,Handball,Handball,handball,"PETTERSEN, Karin",Women,Norway,Silver
Seoul,1988,Handball,Handball,handball,"HALTVIK, Trine",Women,Norway,Silver
Seoul,1988,Handball,Handball,handball,"PORTNER, Zlatko",Men,Yugoslavia,Bronze
Seoul,1988,Handball,Handball,handball,"SARACEVIC, Zlatko",Men,Yugoslavia,Bronze
Seoul,1988,Handball,Handball,handball,"MITRYUK, Natalya",Women,Soviet Union,Bronze
Seoul,1988,Handball,Handball,handball,"VUJOVIC, Veselin",Men,Yugoslavia,Bronze
Seoul,1988,Handball,Handball,handball,"RYMANOV, Aleksandr",Men,Soviet Union,Gold
Seoul,1988,Handball,Handball,handball,"YOON, Tae-Il",Men,"Korea, South",Silver
Seoul,1988,Handball,Handball,handball,"MANKOVA, Svetlana",Women,Soviet Union,Bronze
Seoul,1988,Handball,Handball,handball,"MEMIC, Muhamed",Men,Yugoslavia,Bronze
Seoul,1988,Handball,Handball,handball,"ELIASSON, Marthe",Women,Norway,Silver
Seoul,1988,Handball,Handball,handball,"SUK, Min-Hee",Women,"Korea, South",Gold
Seoul,1988,Handball,Handball,handball,"PUSNIK, Rolando",Men,Yugoslavia,Bronze
Seoul,1988,Handball,Handball,handball,"KANG, Jae-Won",Men,"Korea, South",Silver
Seoul,1988,Handball,Handball,handball,"TOVSTOGAN, Yevgeniya",Women,Soviet Union,Bronze
Seoul,1988,Handball,Handball,handball,"TUCHKIN, Alexandre",Men,Soviet Union,Gold
Seoul,1988,Handball,Handball,handball,"SVIRIDENKO, Georgi",Men,Soviet Union,Gold
Seoul,1988,Handball,Handball,handball,"LAPITSKAYA, Natalya",Women,Soviet Union,Bronze
Seoul,1988,Handball,Handball,handball,"KIM, Myung-Soon",Women,"Korea, South",Gold
Seoul,1988,Handball,Handball,handball,"CHUMAK, Igor",Men,Soviet Union,Gold
Seoul,1988,Handball,Handball,handball,"KUZMANOVSKI, Slobodan",Men,Yugoslavia,Bronze
Seoul,1988,Handball,Handball,handball,"SKOTVOLL, Annette",Women,Norway,Silver
Seoul,1988,Handball,Handball,handball,"JARAK, Boris",Men,Yugoslavia,Bronze
Seoul,1988,Handball,Handball,handball,"KARLOVA, Larisa",Women,Soviet Union,Bronze
Seoul,1988,Handball,Handball,handball,"GUSEVA, Elina",Women,Soviet Union,Bronze
Seoul,1988,Handball,Handball,handball,"STEEN, Ingrid",Women,Norway,Silver
Seoul,1988,Handball,Handball,handball,"PUC, Iztok",Men,Yugoslavia,Bronze
Seoul,1988,Handball,Handball,handball,"RNIC, Momir",Men,Yugoslavia,Bronze
Seoul,1988,Handball,Handball,handball,"SMAJLAGIC, Irfan",Men,Yugoslavia,Bronze
Seoul,1988,Handball,Handball,handball,"SHIM, Jae-Hong",Men,"Korea, South",Silver
Seoul,1988,Handball,Handball,handball,"SUNG, Kyung-Hwa",Women,"Korea, South",Gold
Seoul,1988,Handball,Handball,handball,"SON, Mi-Ha",Women,"Korea, South",Gold
Seoul,1988,Handball,Handball,handball,"ATAVIN, Vyacheslav",Men,Soviet Union,Gold
Seoul,1988,Handball,Handball,handball,"GOKSOR, Susann",Women,Norway,Silver
Seoul,1988,Handball,Handball,handball,"NEMASHKALO, Elena",Women,Soviet Union,Bronze
Seoul,1988,Handball,Handball,handball,"KIM, Kyung-Soon",Women,"Korea, South",Gold
Seoul,1988,Handball,Handball,handball,"ANDERSEN, Kjerstin",Women,Norway,Silver
Seoul,1988,Handball,Handball,handball,"PARK, Young-Dae",Men,"Korea, South",Silver
Seoul,1988,Handball,Handball,handball,"DIANDIGAVA, Tatyana",Women,Soviet Union,Bronze
Seoul,1988,Handball,Handball,handball,"CHOI, Suk-Jae",Men,"Korea, South",Silver
Seoul,1988,Handball,Handball,handball,"KIM, Jae-Hwan",Men,"Korea, South",Silver
Seoul,1988,Handball,Handball,handball,"ANISIMOVA, Natalya",Women,Soviet Union,Bronze
Seoul,1988,Handball,Handball,handball,"DIGRE, Berit",Women,Norway,Silver
Seoul,1988,Handball,Handball,handball,"GORB, Tatyana",Women,Soviet Union,Bronze
Seoul,1988,Handball,Handball,handball,"LEE, Sang-Hyo",Men,"Korea, South",Silver
Seoul,1988,Handball,Handball,handball,"PARK, Do-Hun",Men,"Korea, South",Silver
Seoul,1988,Handball,Handball,handball,"VASILIEV, Mikhail",Men,Soviet Union,Gold
Seoul,1988,Handball,Handball,handball,"LIM, Jin-Suk",Men,"Korea, South",Silver
Seoul,1988,Handball,Handball,handball,"HEGH, Hanne",Women,Norway,Silver
Seoul,1988,Handball,Handball,handball,"MORSKOVA, Natalia",Women,Soviet Union,Bronze
Seoul,1988,Handball,Handball,handball,"KOH, Suk-Chang",Men,"Korea, South",Silver
Seoul,1988,Handball,Handball,handball,"SUNDAL, Heidi",Women,Norway,Silver
Seoul,1988,Handball,Handball,handball,"SINGSTAD, Karin",Women,Norway,Silver
Seoul,1988,Handball,Handball,handball,"SVENDSEN, Cathrine",Women,Norway,Silver
Seoul,1988,Handball,Handball,handball,"SHIN, Yung-Suk",Men,"Korea, South",Silver
Seoul,1988,Handball,Handball,handball,"TURCHINA, Zinaida",Women,Soviet Union,Bronze
Seoul,1988,Handball,Handball,handball,"JOHNSEN, Vibeke",Women,Norway,Silver
Seoul,1988,Handball,Handball,handball,"BASIC, Mirko",Men,Yugoslavia,Bronze
Seoul,1988,Handball,Handball,handball,"SHAROVAROV, Konstantin",Men,Soviet Union,Gold
Seoul,1988,Handball,Handball,handball,"ROH, Hyun-Suk",Men,"Korea, South",Silver
Seoul,1988,Handball,Handball,handball,"LEE, Ki-Soon",Women,"Korea, South",Gold
Seoul,1988,Handball,Handball,handball,"KIM, Choon-Rye",Women,"Korea, South",Gold
Seoul,1988,Handball,Handball,handball,"GOPIN, Valeri",Men,Soviet Union,Gold
Seoul,1988,Handball,Handball,handball,"NESTEROV, Yuri",Men,Soviet Union,Gold
Seoul,1988,Handball,Handball,handball,"SEMENOVA, Olga",Women,Soviet Union,Bronze
Seoul,1988,Handball,Handball,handball,"BAZANOVA, Marina",Women,Soviet Union,Bronze
Seoul,1988,Handball,Handball,handball,"VELIC, Ermin",Men,Yugoslavia,Bronze
Seoul,1988,Handball,Handball,handball,"PERKOVAC, Goran",Men,Yugoslavia,Bronze
Seoul,1988,Handball,Handball,handball,"NACINOVIC, Alvaro",Men,Yugoslavia,Bronze
Seoul,1988,Handball,Handball,handball,"OH, Young-Ki",Men,"Korea, South",Silver
Seoul,1988,Handball,Handball,handball,"RUSNACHENKO, Natalya",Women,Soviet Union,Bronze
Seoul,1988,Handball,Handball,handball,"KIM, Mi-Sook",Women,"Korea, South",Gold
Seoul,1988,Handball,Handball,handball,"CHUMENTSEV, Andrei",Men,Soviet Union,Gold
Seoul,1988,Hockey,Hockey,hockey,"CHO, Ki-Hyang",Women,"Korea, South",Silver
Seoul,1988,Hockey,Hockey,hockey,"BENNINGA, Marc Alexander",Men,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"SEO, Hyo-Sun",Women,"Korea, South",Silver
Seoul,1988,Hockey,Hockey,hockey,"HAN, Ok-Kyung",Women,"Korea, South",Silver
Seoul,1988,Hockey,Hockey,hockey,"SMALL, Kim",Women,Australia,Gold
Seoul,1988,Hockey,Hockey,hockey,"FAULKNER, David Andrew Vince.",Men,United Kingdom,Gold
Seoul,1988,Hockey,Hockey,hockey,"GRIMLEY, Martyn Andrew",Men,United Kingdom,Gold
Seoul,1988,Hockey,Hockey,hockey,"BOWMAN, Deborah",Women,Australia,Gold
Seoul,1988,Hockey,Hockey,hockey,"DELISSEN, Marc",Men,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"TOOTH, Liane Marianne",Women,Australia,Gold
Seoul,1988,Hockey,Hockey,hockey,"CLIFT, Robert",Men,United Kingdom,Gold
Seoul,1988,Hockey,Hockey,hockey,"DE BEUS, Bernadette",Women,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"LEISTRA, Frank",Men,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"FABER, Patrick Franciscus Maria",Men,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"SCHLIEMANN, Christian",Men,West Germany,Silver
Seoul,1988,Hockey,Hockey,hockey,"SHERWANI, Imran Ahmed Khan",Men,United Kingdom,Gold
Seoul,1988,Hockey,Hockey,hockey,"VON WEILER, Sophie Pauline",Women,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"PAPPIN, Veryan Guy Henry",Men,United Kingdom,Gold
Seoul,1988,Hockey,Hockey,hockey,"FASTRICH, Hans-Henning",Men,West Germany,Silver
Seoul,1988,Hockey,Hockey,hockey,"NIEUWEWNHUIZEN, Anne Lucia (Anneloes)",Women,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"SCHLATMANN, Gert Jan",Men,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"DOPP, Heiner",Men,West Germany,Silver
Seoul,1988,Hockey,Hockey,hockey,"MARTIN, Stephen Alexander.",Men,United Kingdom,Gold
Seoul,1988,Hockey,Hockey,hockey,"MOLLANDIN, Andreas",Men,West Germany,Silver
Seoul,1988,Hockey,Hockey,hockey,"JANSEN, Franciscus Ronaldus Maria",Men,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"SCHMIDT-OPPER, Ekkhard",Men,West Germany,Silver
Seoul,1988,Hockey,Hockey,hockey,"GARCIA, Russell Simon",Men,United Kingdom,Gold
Seoul,1988,Hockey,Hockey,hockey,"DIEPEVEEN, Cees Jaan",Men,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"BLÖCHER, Stefan",Men,West Germany,Silver
Seoul,1988,Hockey,Hockey,hockey,"HILLAS, Lorraine",Women,Australia,Gold
Seoul,1988,Hockey,Hockey,hockey,"HAWKES, Rechelle",Women,Australia,Gold
Seoul,1988,Hockey,Hockey,hockey,"RECK, Thomas Werner",Men,West Germany,Silver
Seoul,1988,Hockey,Hockey,hockey,"HAN, Gum Shil",Women,"Korea, South",Silver
Seoul,1988,Hockey,Hockey,hockey,"HILGERS, Michael",Men,West Germany,Silver
Seoul,1988,Hockey,Hockey,hockey,"CRUCQ, Maurits",Men,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"LEMAN, Richard Alexander",Men,United Kingdom,Gold
Seoul,1988,Hockey,Hockey,hockey,"HANEL, Horst-Ulrich",Men,West Germany,Silver
Seoul,1988,Hockey,Hockey,hockey,"VAN MANEN, Aletta",Women,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"BENNINGA, Carina",Women,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"FRANK, Tobias",Men,West Germany,Silver
Seoul,1988,Hockey,Hockey,hockey,"BATCHELOR, Steven James",Men,United Kingdom,Gold
Seoul,1988,Hockey,Hockey,hockey,"POTTER, Jonathan Nicholas M.",Men,United Kingdom,Gold
Seoul,1988,Hockey,Hockey,hockey,"BOVELANDER, Floris Jan",Men,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"CHOI, Choon-Ok",Women,"Korea, South",Silver
Seoul,1988,Hockey,Hockey,hockey,"KRUIZE, Jan Hidde",Men,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"KERLY, Sean Robin",Men,United Kingdom,Gold
Seoul,1988,Hockey,Hockey,hockey,"BARBER, Paul Jason",Men,United Kingdom,Gold
Seoul,1988,Hockey,Hockey,hockey,"LEJEUNE VAN DER BEN, Helena Johanna",Women,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"KIM, Mi-Sun",Women,"Korea, South",Silver
Seoul,1988,Hockey,Hockey,hockey,"VAN DEN HONERT, Taco",Men,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"CHUNG, Eun-Kyung",Women,"Korea, South",Silver
Seoul,1988,Hockey,Hockey,hockey,"BUTER, Yvonne",Women,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"KIM, Young-Sook",Women,"Korea, South",Silver
Seoul,1988,Hockey,Hockey,hockey,"CAPES-HAGER, Michelle Edith",Women,Australia,Gold
Seoul,1988,Hockey,Hockey,hockey,"OHR, Martine",Women,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"HOLSBOER, Eleonoor Wendeline",Women,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"KELLER, Andreas",Men,West Germany,Silver
Seoul,1988,Hockey,Hockey,hockey,"BRINKMANN, Dirk",Men,West Germany,Silver
Seoul,1988,Hockey,Hockey,hockey,"PEREIRA, Jacqueline Margaret",Women,Australia,Gold
Seoul,1988,Hockey,Hockey,hockey,"BHAURA, Kulbir Singh",Men,United Kingdom,Gold
Seoul,1988,Hockey,Hockey,hockey,"BRINKMANN, Thomas",Men,West Germany,Silver
Seoul,1988,Hockey,Hockey,hockey,"CARBON, Sally May",Women,Australia,Gold
Seoul,1988,Hockey,Hockey,hockey,"BRINKMAN, Jacques",Men,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"SEO, Kwang-Mi",Women,"Korea, South",Silver
Seoul,1988,Hockey,Hockey,hockey,"DORMAN, Loretta",Women,Australia,Gold
Seoul,1988,Hockey,Hockey,hockey,"DODDS, Richard David Allan",Men,United Kingdom,Gold
Seoul,1988,Hockey,Hockey,hockey,"CAPES, Lee",Women,Australia,Gold
Seoul,1988,Hockey,Hockey,hockey,"TAYLOR, Ian Charles Boucher",Men,United Kingdom,Gold
Seoul,1988,Hockey,Hockey,hockey,"CLEMENT-DENNING, Elspeth",Women,Australia,Gold
Seoul,1988,Hockey,Hockey,hockey,"AARDENBURG, Willemien",Women,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"PATMORE, Sharon",Women,Australia,Gold
Seoul,1988,Hockey,Hockey,hockey,"VAN DOORN, Marieke Birgitta",Women,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"CHANG, Eun-Jung",Women,"Korea, South",Silver
Seoul,1988,Hockey,Hockey,hockey,"KOOIJMAN, Hendrik Jan",Men,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"FOKKE, Annemieke",Women,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"BELBIN, Tracey Lee",Women,Australia,Gold
Seoul,1988,Hockey,Hockey,hockey,"BOLHUIS-EIJSVOGEL, Maria Yolanda C.",Women,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"FRIED, Volker",Men,West Germany,Silver
Seoul,1988,Hockey,Hockey,hockey,"WILLEMSE, Laurien",Women,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"STEENS, Timotheus Bernardus",Men,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"METZ, Michael",Men,West Germany,Silver
Seoul,1988,Hockey,Hockey,hockey,"HWANG, Keum-Sook",Women,"Korea, South",Silver
Seoul,1988,Hockey,Hockey,hockey,"FISH, Maree",Women,Australia,Gold
Seoul,1988,Hockey,Hockey,hockey,"PISANI, Alexandra",Women,Australia,Gold
Seoul,1988,Hockey,Hockey,hockey,"CHUNG, Sang-Hyun",Women,"Korea, South",Silver
Seoul,1988,Hockey,Hockey,hockey,"PARTRIDGE, Kathleen Anne",Women,Australia,Gold
Seoul,1988,Hockey,Hockey,hockey,"JIN, Won-Sim",Women,"Korea, South",Silver
Seoul,1988,Hockey,Hockey,hockey,"LIM, Kye-Sook",Women,"Korea, South",Silver
Seoul,1988,Hockey,Hockey,hockey,"PARLEVLIET, Erik Robbert",Men,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"PARK, Soon-Ja",Women,"Korea, South",Silver
Seoul,1988,Hockey,Hockey,hockey,"KLAASSEN, Rene Nico Hubertus",Men,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"KIM, Soon-Duk",Women,"Korea, South",Silver
Seoul,1988,Hockey,Hockey,hockey,"KIRKWOOD, James William",Men,United Kingdom,Gold
Seoul,1988,Hockey,Hockey,hockey,"LEJEUNE, Elisabeth Anne Marie",Women,Netherlands,Bronze
Seoul,1988,Hockey,Hockey,hockey,"FISCHER, Carsten",Men,West Germany,Silver
Seoul,1988,Hockey,Hockey,hockey,"WOLFF, Ingrid Imelda",Women,Netherlands,Bronze
Seoul,1988,Judo,Judo,60 - 65kg (half-lightweight),"PAWLOWSKI, Janusz",Men,Poland,Silver
Seoul,1988,Judo,Judo,86 - 95kg (half-heavyweight),"MEILING, Marc",Men,West Germany,Silver
Seoul,1988,Judo,Judo,60 - 65kg (half-lightweight),"LEE, Kyung-Keun",Men,"Korea, South",Gold
Seoul,1988,Judo,Judo,86 - 95kg (half-heavyweight),"MIGUEL FERNANDEZ, Aurelio",Men,Brazil,Gold
Seoul,1988,Judo,Judo,+ 95kg (heavyweight),"CHO, Yong-Chul",Men,"Korea, South",Bronze
Seoul,1988,Judo,Judo,65 - 71kg (lightweight),"LOLL, Sven",Men,East Germany,Silver
Seoul,1988,Judo,Judo,- 60 kg,"TOTIKASHVILI, Amiran",Men,Soviet Union,Bronze
Seoul,1988,Judo,Judo,71 - 78kg (half-middleweight),"WIENEKE, Frank",Men,West Germany,Silver
Seoul,1988,Judo,Judo,+ 95kg (heavyweight),"SAITO, Hitoshi",Men,Japan,Gold
Seoul,1988,Judo,Judo,+ 95kg (heavyweight),"STÖHR, Henry",Men,East Germany,Silver
Seoul,1988,Judo,Judo,65 - 71kg (lightweight),"ALEXANDRE, Marc",Men,France,Gold
Seoul,1988,Judo,Judo,- 60 kg,"HOSOKAWA, Shinji",Men,Japan,Bronze
